DATA INICIAL,DATA FINAL,REGIAO,ESTADOS,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,COEF DE VARIAÇÃO REVENDA
2022-08-07 00:00:00,2022-08-13 00:00:00,NORDESTE,PERNAMBUCO,GNV,19,R$/m³,4.23,0.2884410609015904,4.08,5.47,0.06824381261421009
2022-08-07 00:00:00,2022-08-13 00:00:00,SUDESTE,RIO DE JANEIRO,GNV,137,R$/m³,4.98,0.4822143601521718,4.49,6.89,0.09683816368913019
2022-08-07 00:00:00,2022-08-13 00:00:00,NORDESTE,RIO GRANDE DO NORTE,GNV,10,R$/m³,4.41,0.07791733511299738,4.39,4.59,0.017651214671486497
2022-08-07 00:00:00,2022-08-13 00:00:00,SUL,RIO GRANDE DO SUL,GNV,24,R$/m³,6.01,0.23288362460399759,5.49,6.45,0.03873425338600244
2022-08-07 00:00:00,2022-08-13 00:00:00,SUL,SANTA CATARINA,GNV,28,R$/m³,5.96,0.1723108847556968,5.79,6.59,0.028904866821518226
2022-08-07 00:00:00,2022-08-13 00:00:00,NORDESTE,SERGIPE,GNV,8,R$/m³,5.16,0.010350983390135552,5.14,5.16,0.0020079598027416957
2022-08-07 00:00:00,2022-08-13 00:00:00,SUDESTE,SAO PAULO,GNV,61,R$/m³,5.43,0.3279902370931417,4.88,6.09,0.060377649868908305
2022-08-07 00:00:00,2022-08-13 00:00:00,NORTE,ACRE,GLP,26,R$/13kg,130.07,6.065793118286029,120,145,0.0466335040100243
2022-08-07 00:00:00,2022-08-13 00:00:00,NORDESTE,ALAGOAS,GLP,14,R$/13kg,110.12,4.87497607770969,100,115,0.04427158666287203
2022-08-07 00:00:00,2022-08-13 00:00:00,NORTE,AMAPA,GLP,15,R$/13kg,122.3,3.0814344217000778,115,125,0.025195208649376806
2022-08-07 00:00:00,2022-08-13 00:00:00,NORTE,AMAZONAS,GLP,54,R$/13kg,118.12,8.133545665596257,106,140,0.06885783685520112
2022-08-07 00:00:00,2022-08-13 00:00:00,NORDESTE,BAHIA,GLP,182,R$/13kg,113.25,7.919433404656694,98,145,0.06992785716037782
2022-08-07 00:00:00,2022-08-13 00:00:00,NORDESTE,CEARA,GLP,125,R$/13kg,115.34,5.99082307124553,95,128,0.051938999492156704
2022-08-07 00:00:00,2022-08-13 00:00:00,CENTRO OESTE,DISTRITO FEDERAL,GLP,42,R$/13kg,105.57,6.77624624569873,94.99,129.99,0.06419056327981461
2022-08-07 00:00:00,2022-08-13 00:00:00,SUDESTE,ESPIRITO SANTO,GLP,93,R$/13kg,106.74,8.055760246038545,84.99,125,0.07547109977496129
2022-08-07 00:00:00,2022-08-13 00:00:00,CENTRO OESTE,GOIAS,GLP,175,R$/13kg,118.65,10.899072593679659,94.99,140,0.09185974306000595
2022-08-07 00:00:00,2022-08-13 00:00:00,NORDESTE,MARANHAO,GLP,66,R$/13kg,114.15,6.977415022504429,99.99,130,0.061126414950375435
2022-08-07 00:00:00,2022-08-13 00:00:00,CENTRO OESTE,MATO GROSSO,GLP,95,R$/13kg,132.41,12.244081894261026,99.99,150,0.09247070613332217
2022-08-07 00:00:00,2022-08-13 00:00:00,CENTRO OESTE,MATO GROSSO DO SUL,GLP,103,R$/13kg,111.21,7.864172676062389,95,130,0.07071500120041194
2022-08-07 00:00:00,2022-08-13 00:00:00,SUDESTE,MINAS GERAIS,GLP,449,R$/13kg,113.33,8.58082757258624,89,140,0.07571595614616088
2022-08-07 00:00:00,2022-08-13 00:00:00,SUL,PARANA,GLP,370,R$/13kg,112.2,8.814793577052727,94,140,0.0785660374237768
2022-08-07 00:00:00,2022-08-13 00:00:00,NORDESTE,PARAIBA,GLP,56,R$/13kg,111.38,6.992556243940791,94.99,125,0.06278098738006417
2022-08-07 00:00:00,2022-08-13 00:00:00,NORTE,PARA,GLP,153,R$/13kg,119.85,10.207462876474894,104,150,0.0851701314933556
2022-08-07 00:00:00,2022-08-13 00:00:00,NORDESTE,PERNAMBUCO,GLP,160,R$/13kg,101.46,6.652214422703836,89.99,118,0.06556511454741897
2022-08-07 00:00:00,2022-08-13 00:00:00,NORDESTE,PIAUI,GLP,34,R$/13kg,117.97,5.7227711725219415,99.99,130,0.04850936572084972
2022-08-07 00:00:00,2022-08-13 00:00:00,SUDESTE,RIO DE JANEIRO,GLP,169,R$/13kg,100.29,8.326378146691503,87.99,122,0.08302618332814536
2022-08-07 00:00:00,2022-08-13 00:00:00,NORDESTE,RIO GRANDE DO NORTE,GLP,42,R$/13kg,117.21,7.752035890845817,100,139,0.06613704064422865
2022-08-07 00:00:00,2022-08-13 00:00:00,SUL,RIO GRANDE DO SUL,GLP,366,R$/13kg,112.04,8.014075797108644,88,137,0.07152863238002062
2022-08-07 00:00:00,2022-08-13 00:00:00,NORTE,RONDONIA,GLP,55,R$/13kg,133.07,9.578002740567394,113,148,0.0719759395249588
2022-08-07 00:00:00,2022-08-13 00:00:00,NORTE,RORAIMA,GLP,24,R$/13kg,121.5,4.363883392217254,113,135,0.03591673573841361
2022-08-07 00:00:00,2022-08-13 00:00:00,SUL,SANTA CATARINA,GLP,92,R$/13kg,120.46,9.523422516792442,93,160,0.0790621094347721
2022-08-07 00:00:00,2022-08-13 00:00:00,NORDESTE,SERGIPE,GLP,26,R$/13kg,105.94,5.477619190852901,97.99,119.99,0.051706920874410464
2022-08-07 00:00:00,2022-08-13 00:00:00,SUDESTE,SAO PAULO,GLP,962,R$/13kg,109,8.453681776671202,81.99,139,0.07755473984473578
2022-08-07 00:00:00,2022-08-13 00:00:00,NORTE,TOCANTINS,GLP,77,R$/13kg,121.51,4.144585849759746,100,130,0.03410993696783756
,,,,,,,,,,,
